543	56	43	204
2764	2345	514	722
57	2927	25	25
104	67	5	66
184	2798	27	125
1887	4130	197	510
57	10	7	13
5833	3209	566	376
230	98	38	31
2917	3686	602	779
160	1962	40	42
8128	3273	1137	1313
714	3375	131	276
113	178	19	29
81	1749	38	34
85	1163	23	54
143	1210	50	107
7241	1885	354	4189
19178	3233	1107	6584
258	2317	42	37
346	397	92	228
423	957	110	77
12232	2206	1258	2637
117	3486	21	37
138	2	2	92
339	1963	158	290
59	710	9	6
72	213	13	9
64	2928	19	16
141	322	43	67
364	696	45	58
73	34	15	37
144	2300	76	87
230	52	13	31
159	67	21	34
80	795	16	40
1543	1732	72	189
233	1133	30	169
105	1775	8	18
87	21	6	4
101	4622	22	29
69	3679	18	6
80	514	19	22
216	2372	14	87
1697	357	162	358
244	589	70	47
67	3164	17	35
58	2527	29	26
666	1765	209	68
146	3142	55	55
1594	3571	253	1234
88	3127	9	8
177	3266	72	100
12937	2394	1045	5384
201	2739	46	50
211	1329	26	23
3589	2482	667	481
204	1493	18	84
154	2044	34	25
145	3102	39	44
91	2102	15	21
157	53	12	71
260	3093	110	146
70	227	14	23
211	3066	42	96
6125	2307	611	3086
58	2947	47	48
784	3285	106	135
171	3126	45	32
58	2132	15	12
376	4028	59	195
108	165	39	23
158	641	40	36
75	3038	49	17
1816	863	112	240
283	2779	97	152
1366	3460	606	786
85	2968	32	45
228	3253	36	203
56	3	2	15
200	964	45	88
139	2383	21	35
128	957	22	59
1864	2401	401	323
2720	2756	467	478
244	11	7	9
326	1934	48	154
2182	1536	293	774
74	172	9	52
232	2718	28	42
306	2157	66	222
92	3574	15	16
402	4916	147	126
121	1401	33	79
159	3249	46	38
188	3484	87	106
69	1247	19	16
4514	2251	545	1175
742	3932	202	221
3018	3397	286	644
535	2315	133	109
1172	4316	325	543
466	2285	84	110
97	2687	22	19
144	2749	45	30
6937	4559	851	4570
99	1719	32	44
398	2351	166	70
198	2363	64	75
4170	4504	515	1131
110	22	15	21
5524	1315	310	4462
53	5	2	1
516	3048	45	82
441	1557	75	133
50	1	1	7
824	2427	100	72
167	3977	57	81
87	1810	23	21
232	5349	109	137
1596	724	138	203
102	3821	28	10
630	1701	115	169
308	186	26	42
6093	2580	707	1444
86	388	15	21
456	2795	70	10
126	2264	45	21
50	211	9	15
785	1045	276	30
6096	3812	429	3682
117	583	10	16
128	4209	38	58
58	3049	18	20
170	779	18	113
162	934	22	56
77	1396	16	15
1415	2611	362	704
900	4161	298	249
144	2042	47	65
3554	3336	416	1387
145	1121	19	79
75	1902	20	19
316	2752	206	193
93	951	25	15
570	286	89	135
201	2907	50	59
70	213	14	10
50	4022	7	13
89	3824	20	13
95	2905	26	38
107	2600	82	96
61	2905	11	12
193	93	23	18
137	3153	61	53
269	85	37	25
470	2454	162	143
121	2330	37	57
109	208	19	9
88	2562	15	11
61	3	3	3
2853	3428	413	1031
2218	4340	546	932
1645	2971	299	294
5793	4433	687	1322
257	1226	24	82
4707	1311	465	1938
51	2697	17	18
842	758	167	412
5320	4748	555	2107
83	2339	25	47
109	2340	19	20
132	1144	20	29
12305	1861	895	3540
2367	3534	302	811
488	2262	58	77
692	2681	151	216
56	445	12	8
27952	2847	1512	8379
1131	525	137	485
51	44	3	24
553	2736	72	71
76	3265	27	16
725	2545	206	309
1739	1817	359	313
109	1073	42	12
64	2464	19	16
54	1079	10	25
70	1741	14	16
64	3446	34	31
145	135	18	38
264	61	23	28
1277	3044	326	189
216	4148	54	155
255	2400	69	42
144	787	31	54
96	550	27	9
325	2198	31	29
12940	3320	1154	1231
3298	2769	655	1030
201	28	18	41
200	154	45	91
134	3770	55	66
52	2690	27	32
55	2992	14	9
85	535	35	33
3347	2244	432	1573
451	2053	48	53
53	15	5	4
91	2408	36	43
1686	2002	242	275
127	3225	20	47
161	2434	75	94
147	592	16	70
95	6	4	18
8838	4428	2478	311
1140	2272	157	320
1678	1864	477	240
656	4029	176	225
74	298	29	19
101	1589	71	81
72	3	3	58
57	2087	20	22
231	3935	100	121
411	3640	107	82
175	3183	89	107
142	1039	23	33
119	211	19	11
56	588	18	19
69	222	23	36
521	1107	117	101
273	154	54	33
2598	2723	223	1354
135	1899	26	32
53	3330	16	22
50	767	13	25
54	2306	30	27
585	1912	165	215
67	2950	24	26
338	1984	149	84
322	2770	43	96
1560	3548	748	1058
156	3036	53	31
2206	3475	475	908
107	1946	49	62
62	1590	14	36
479	387	54	166
133	109	19	14
2244	1303	178	287
22306	4305	2378	4811
203	689	49	38
1279	1991	388	387
86	2705	17	18
59	86	10	21
9001	4672	926	2229
109	3048	68	86
1061	1915	130	54
135	3683	63	84
360	1380	86	228
54	2553	27	29
57	17	3	3
20811	4522	1490	8740
1911	466	362	601
720	4279	295	411
168	62	28	26
74	1537	19	20
52	858	13	22
66	52	6	27
93	1804	42	28
79	3017	29	46
110	3301	46	16
161	3561	49	69
103	3134	13	23
670	2593	85	74
101	1451	24	49
355	1571	93	44
6151	2617	787	1031
3498	1891	289	1176
478	2927	90	276
101022	3362	2991	28086
122	1197	71	43
290	3565	106	150
728	3679	248	338
817	1437	69	157
122	1129	18	28
17589	3994	737	8531
150	2221	34	17
530	2367	161	68
757	458	139	132
299	2352	106	93
185	214	28	22
3728	2449	396	723
61	2452	18	22
140	5163	98	87
104	1260	23	67
265	3934	108	82
433	2753	43	413
78	241	28	32
186	2829	68	101
60	2255	28	25
66	57	11	4
2718	1737	387	342
537	2320	184	199
349	2965	120	128
183	3644	64	81
315	2903	94	71
57	2305	13	20
4981	3821	642	2211
59	3112	18	36
118	2106	47	61
130	65	18	9
183	47	17	34
53	35	7	24
183	98	39	17
90	3139	42	23
173	135	36	16
58	79	4	4
65	210	15	10
71	3565	21	22
155	1981	36	118
298	1644	48	28
179	1746	49	74
105	173	12	80
431	1981	95	101
493	2074	67	155
1027	2861	210	326
1100	3048	193	450
982	2993	214	232
148	87	16	14
193	1938	31	52
889	2689	189	162
122	71	19	16
53	4491	26	35
254	2236	69	34
152	734	23	33
952	668	170	271
54	406	10	14
240	622	40	78
65	59	5	3
74089	3379	1899	43954
117	16	9	36
3485	3390	1134	1458
5257	3569	721	1066
793	997	153	317
1329	1577	334	303
172	313	27	53
128	689	42	18
95	4804	49	46
66	591	11	16
50	62	16	11
3211	1269	201	648
185	615	28	40
330	3079	143	87
86	1791	41	56
551	1038	174	492
79	1667	15	10
4627	3435	1231	826
6139	3363	734	493
552	2763	136	123
1179	2687	150	477
4066	3468	687	1174
130	2152	29	28
273	1574	90	62
330	1381	45	67
199	2753	40	29
394	580	35	102
114309	4118	3484	12973
3643	3629	690	496
100	1482	49	46
51	486	23	26
655	3197	203	323
59	5	4	18
106	2640	22	38
338	4251	57	239
476	148	55	277
326	272	14	157
359	904	73	52
136	1781	60	51
114	2036	19	39
148	1395	31	41
154	4049	61	91
614	3641	97	175
277	179	28	20
207	1962	33	33
1216	781	187	64
61	195	13	6
1306	2644	94	314
113	209	19	8
81	3571	58	26
145	544	30	38
235	505	16	34
133	3354	75	78
2725	1298	211	1330
67	428	23	38
818	1915	59	568
225	1501	41	33
2126	1172	167	556
329	2601	113	165
292	3088	111	112
78	4017	21	22
2602	2250	69	2477
67	1483	23	41
421	1158	80	65
1945	407	14	1940
93	2505	49	44
166	3088	50	51
418	3089	107	128
73	2068	38	18
66	2319	26	17
53	846	10	13
77	2622	32	23
417	3806	152	231
290	1256	28	24
59	3240	16	18
857	954	90	217
86	2796	20	20
87	458	25	36
223	2155	42	32
62600	4194	3066	26648
276	470	67	100
100	3038	46	50
713	2357	94	481
236	864	45	37
1162	277	114	149
126	2613	19	41
139	3506	52	49
341	4230	172	84
934	3852	381	204
156	3046	33	36
182	2313	43	56
5763	2086	567	2923
1523	3774	243	375
117	1839	9	92
115	2281	19	13
60	2888	21	14
57	1549	16	12
107	968	31	74
264	1296	52	18
1908	1175	343	432
301	1859	34	40
79	302	10	19
51	1076	12	4
81	2150	17	19
12308	3100	1146	9193
113	4537	53	81
296	3300	91	106
222	1834	84	131
586	196	52	181
80	1936	20	47
125	149	51	8
2216	1233	248	328
2020	1100	147	110
478	1414	15	188
471	1738	125	60
64	2233	22	38
134	4536	74	40
1140	910	212	38
84	1584	15	11
184	1470	60	13
122	2440	61	68
70	1418	22	39
685	1706	182	145
1278	539	67	190
53	39	6	4
92	1331	57	57
92	623	33	58
67	3949	20	37
235	57	8	17
74	3489	46	52
564	4530	209	287
120	136	49	46
1306	3116	159	261
97	1038	10	8
2810	3608	335	307
1667	3449	232	234
372	1731	155	106
1451	80	62	1163
887	1716	301	340
256	2983	130	139
105	1489	27	39
791	4100	147	150
138	2098	56	30
53	3964	12	9
57	1896	13	18
1323	2940	190	114
114	4049	14	19
38157	3075	953	18525
153	2560	38	26
85	2038	29	12
344	3848	58	98
450	2147	79	160
190	3015	117	140
6809	2138	616	1156
1707	4659	434	1663
1613	287	201	183
1698	3032	269	254
352	3735	92	180
52	2430	18	5
1726	3152	544	1629
277	1575	71	233
609	2834	147	152
311	2590	68	135
1040	2645	265	124
228	833	78	107
63	742	18	8
146	1983	81	80
1203	3605	287	310
150	3861	83	106
241	2557	38	38
118	3933	49	28
155	1036	65	77
81	165	29	36
161	3376	111	151
143	1578	72	42
56	15	3	12
293	3379	121	33
143	2494	41	23
179	2253	37	37
75	2457	29	41
66	34	14	12
75	2214	17	16
635	737	65	34
50	2496	31	42
3708	3019	208	1101
241	1507	41	80
65	4092	28	21
167	2215	92	115
385	2460	183	250
174	3105	35	36
756	2651	108	525
166	609	47	48
111	3211	86	78
189	3231	42	71
94	200	14	56
132	8	4	41
178	927	44	29
316	2607	146	78
70	12	5	1
666	2410	186	298
1173	3610	147	259
946	397	50	67
155	3290	41	94
109	24	16	39
126	2723	33	40
64	2596	9	3
68	2936	48	54
67	3	3	11
139	308	56	43
64	13	4	6
172	3199	41	92
58	2712	29	25
332	2116	119	172
144	461	48	110
143	1821	69	37
1060	658	95	272
4183	3040	663	211
64	2079	52	55
5275	425	272	1366
284	2027	16	283
236	2352	37	65
178	40	22	28
321	1948	58	166
83	1283	56	43
146	782	28	83
87	1151	22	11
212	2475	14	6
31821	4325	3097	9135
179	303	33	62
155	47	16	26
293	4597	111	171
98	2522	17	25
273	2532	53	166
594	2995	151	222
227	2822	113	112
96	2704	52	66
232	3384	84	116
10616	2266	1189	869
554	4103	244	196
692	3399	130	562
69	35	5	5
354	1806	149	78
229	2027	17	22
300	950	122	188
104	3347	16	18
104	2575	46	49
164	2345	54	74
88	1505	12	15
826	2158	78	218
182	3561	97	28
867	1340	159	259
5284	1854	614	2159
745	2411	152	176
175	3559	67	90
4383	2991	261	1143
80	636	24	39
99	1517	54	72
578	2814	161	284
1022	4166	507	230
5570	4028	714	3699
380	3851	119	165
1588	2450	280	329
108	3988	48	84
94	200	15	6
752	1256	157	496
711	417	76	332
77	2	2	6
226	1947	37	51
50	50	3	8
960	4606	170	664
2912	2228	295	844
12551	4497	578	11201
808	1482	136	114
65	2210	15	32
102	2177	38	39
405	4025	80	68
70	2861	47	48
886	4906	386	631
318	2064	57	32
170	64	9	46
65	3110	33	24
1295	1958	196	394
7483	4031	649	1762
540	759	73	149
1716	2716	523	99
137	67	21	39
63	2755	35	36
105	1594	13	14
3322	585	368	1618
179	2257	137	153
180	1634	29	30
315	3430	51	107
166	366	11	106
6490	2136	1373	3022
86	27	8	8
261	2625	53	98
128	661	27	112
20538	3373	1921	1345
407	2303	113	160
60	57	7	5
491	4026	241	329
278	4789	123	121
59	1110	20	37
56	298	13	10
1193	2819	241	199
1649	3928	334	400
439	2196	99	161
218	2593	39	90
145	1225	57	121
429	2870	72	152
180	1105	63	35
69	3576	29	29
113	972	44	65
78	1274	12	9
1282	2216	173	242
111	456	9	11
312	1310	37	81
436	1806	51	119
709	79	64	145
314	1421	52	17
296	2728	81	66
83	2906	47	53
245	3859	126	147
53	2737	27	24
76	3041	40	27
89	344	9	32
328	2771	123	126
66	666	12	18
53	258	33	31
52	328	12	21
54	286	18	11
87	1222	42	49
11769	708	618	848
136	176	17	14
2150	3320	543	814
853	2450	79	175
52	1503	18	22
800	903	106	136
67	66	13	8
202	4181	66	53
233	1559	36	30
55	2115	17	42
262	2244	54	74
103	3658	37	67
53	17	3	17
373	1178	74	67
76	438	6	8
495	1509	114	389
86	263	13	9
424	1808	145	173
54	1906	24	28
26544	999	694	16191
397	1989	74	115
162	1157	35	131
691	2171	163	128
243	1791	104	145
53	922	8	11
72	567	18	11
9008	3044	885	4728
714	4183	357	467
1374	2986	425	779
87	3791	37	34
74	2353	16	18
74	3082	19	19
3962	1509	373	721
114	21	16	55
255	4018	134	153
152	195	36	17
4033	4402	722	1087
1219	3261	227	201
3018	3910	541	431
55	2129	29	21
2835	1667	539	228
59	631	7	11
56	307	21	19
281	3356	81	85
126	1131	42	65
82	309	26	24
729	368	209	97
611	4241	218	441
3184	3466	296	758
98	1741	16	2
4524	3116	368	716
65	3300	29	45
2758	3322	147	1058
649	4270	206	333
109	622	23	34
68	129	10	4
63	3490	34	32
101	3821	64	45
612	4256	232	391
69	2073	32	47
69	3170	35	43
1620	2470	207	259
81	3515	33	46
50	62	6	43
66	15	5	3
137	1438	45	61
378	3109	90	103
734	271	135	245
5530	1388	537	541
17170	3112	1814	1113
60	190	16	20
118	4117	41	58
2130	3748	656	514
7248	4076	567	2978
150	2065	27	27
233	3171	47	83
61	1920	24	32
129	145	28	40
296	3445	47	90
14511	3716	1673	5153
397	2188	143	174
218	4610	37	39
105	145	18	6
85	2091	47	30
654	3861	243	387
113	2634	41	12
637	2511	96	214
7080	1261	96	4451
70	720	17	29
58	55	14	17
64	56	8	4
263	2951	103	110
54	4509	18	22
83	550	24	28
542	2766	48	41
396	3344	118	137
7838	1021	751	1293
65	261	46	35
111	19	5	74
1167	3282	244	205
216	3459	68	65
134	2987	40	66
624	3643	196	122
373	2370	29	49
121	1118	21	24
526	4557	89	243
171	1329	16	16
133	1374	56	55
204	52	30	36
154	783	32	16
73	117	12	5
67	30	11	9
2209	2871	771	421
447	209	53	106
958	2065	98	184
300	1957	91	113
2845	1747	546	491
6346	1553	394	1612
86	69	10	29
330	2774	128	199
4189	3037	542	505
894	3914	322	436
112	372	13	39
224	1480	84	43
164	3453	68	21
126	827	39	45
184	3671	56	101
155	2837	67	52
82	610	11	14
123	2309	21	18
8675	3594	373	6344
55	97	13	19
73	10	7	11
1478	1410	231	303
716	605	127	135
67	1425	32	22
7131	2562	515	1765
413	1006	101	23
898	168	18	886
4789	4058	735	1238
63	3460	36	51
647	1007	79	185
84	345	20	15
16858	3293	676	4136
222	519	28	79
84	6	5	32
409	4620	74	63
553	910	134	194
985	1464	258	301
655	3121	74	261
4700	506	190	4444
271	1101	70	121
291	3255	94	112
412	1577	106	65
468	147	46	50
3433	4026	233	951
224	1828	73	27
68	1754	22	24
447	1453	96	72
154	1015	16	16
64	698	18	19
82	5174	29	42
13285	3583	1433	384
326	96	48	41
62	194	13	16
358	2444	122	97
146	1773	27	36
86	484	3	1
583	518	137	184
30577	4229	1830	25583
203	4239	31	49
127	2331	51	51
72	249	8	9
70	35	7	5
70	85	8	3
65	213	12	7
62	513	16	42
588	4242	138	112
76	3923	29	53
98	947	27	24
432	2716	67	27
170	2296	88	20
163	1500	32	52
50	14	7	19
63	1429	51	57
4835	3645	949	458
236	56	28	29
1266	4185	287	190
396	2161	52	73
94	4343	32	28
307	761	17	48
129	1579	36	37
97	4318	60	63
7885	3899	726	1219
275	19	19	40
50	2282	31	33
10662	4716	792	3134
99	2520	15	11
215	3750	72	136
5350	1152	350	585
896	1597	172	249
282	2900	113	94
92	2884	22	31
318	210	32	115
70	409	11	3
1276	1821	134	311
248	2134	26	64
105	124	17	68
163	865	42	26
54	1416	13	13
675	3419	84	132
476	4534	127	149
65	3367	16	15
4448	3213	930	490
164	1260	54	61
69	51	14	9
281	2729	60	69
138	1005	30	8
17950	4036	976	6272
143	4171	81	99
575	3198	100	71
62	3560	26	16
574	900	86	159
100	2946	21	45
75	2061	19	14
413	3442	37	20
482	3811	178	154
55	5	4	51
614	14	14	43
229	2265	78	54
2428	564	413	773
309	3526	111	114
87	1447	42	52
63	1531	46	51
52	509	10	17
478	441	31	292
12205	2293	838	2202
104	462	25	47
259	517	44	91
79	2904	26	40
160	3768	79	82
417	989	73	107
1014	114	50	860
60	43	8	4
223	1893	36	35
74	2397	16	14
10473	1469	549	5079
594	3173	124	44
124	3854	64	67
3016	3569	635	1312
119	317	36	41
1513	4803	762	1034
3387	2183	1166	266
115	3256	26	25
641	254	100	99
218	694	46	43
1300	2935	535	380
156	3650	71	98
415	1279	112	110
55	3882	28	31
97	576	13	20
244	1038	23	43
54	375	16	5
126	362	26	26
387	65	34	206
9896	2109	851	1089
75	2531	36	37
