0.370594257	0.424389446	0.405749772
0.464290937	0.53821413	0.516730018
0.426071272	0.499018753	0.472295091
0.399844001	0.451264719	0.457733283
0.465022181	0.538432185	0.522297768
0.388680349	0.415176625	0.419133787
0.390922829	0.445704317	0.436158253
0.508360552	0.570922372	0.559077038
0.488519475	0.545137375	0.543283902
0.495685663	0.550915831	0.542962685
0.482474528	0.567542521	0.538197976
0.444401111	0.549716529	0.498956047
0.491151952	0.551569996	0.543390974
0.474040852	0.533307894	0.523689705
0.506703066	0.575828609	0.569837786
0.513820504	0.571085914	0.558755822
0.488909472	0.56023768	0.540285883
0.53595281	0.59043829	0.580919749
0.504070589	0.55980157	0.55864875
0.487398235	0.543720017	0.533647412
0.485253254	0.545573485	0.534664597
0.504558085	0.564489751	0.553027464
0.51201677	0.563672045	0.569034745
0.49485692	0.54813563	0.540446491
0.509969288	0.561382468	0.552599176
0.444986106	0.50365242	0.495529739
0.519280456	0.563617532	0.568606456
0.54740896	0.59305495	0.592483538
0.500853118	0.563944614	0.550564805
0.416126359	0.470235499	0.463782858
0.462194706	0.53603358	0.514427967
0.476088334	0.54448321	0.529685743
0.505874324	0.570704317	0.559826543
0.486374494	0.544755778	0.540500027
0.494369424	0.550915831	0.548583971
0.475162092	0.564544265	0.525028106
0.462925949	0.516354121	0.51710477
0.478915809	0.541321413	0.529310991
0.481060791	0.539467946	0.530863537
0.486228246	0.548026603	0.544140479
0.507824307	0.571631051	0.549226404
0.48915322	0.562690798	0.541517212
0.511188027	0.566888356	0.559077038
0.523034173	0.575883123	0.576422721
0.508848048	0.553423463	0.552920392
0.488958222	0.54900785	0.538947481
0.502120606	0.563508504	0.545853632
0.523082923	0.563344963	0.57235398
0.493345683	0.550534235	0.539804058
0.505630576	0.559747056	0.549172868
0.469555891	0.527202355	0.522511912
0.523716667	0.56154601	0.568178168
0.521912933	0.564871348	0.568178168
0.503193097	0.559692543	0.550671878
0.453029786	0.516572176	0.505594518
0.472090869	0.538813781	0.517051234
0.066933164	0.057184911	0.054820922
0.406668942	0.467291758	0.453450399
0.48223078	0.544319669	0.536431286
0.488519475	0.550152638	0.540339419
0.476478331	0.533416921	0.527811981
0.488129479	0.518916267	0.547459714
0.469165895	0.547863061	0.516141121
0.48227953	0.552932839	0.540125274
0.464193438	0.526766245	0.5150704
0.475893336	0.540558221	0.52877563
0.473504607	0.514500654	0.52797259
0.503534344	0.5539686	0.551474918
0.478330815	0.545900567	0.53027464
0.496368157	0.549062364	0.545532416
0.544825233	0.588148713	0.589217838
0.520060449	0.56972307	0.563092243
0.488811973	0.546391191	0.537769688
0.532394092	0.580680331	0.574281278
0.525032906	0.566397732	0.576369185
0.489543216	0.54726341	0.535895926
0.512553015	0.564816834	0.558862894
0.481938283	0.546990842	0.53611007
0.540145274	0.582315744	0.582579367
0.523034173	0.563126908	0.570159002
0.505923073	0.56345399	0.552010279
0.432749963	0.492749673	0.482092189
0.480622045	0.487080244	0.534611061
0.480085799	0.541593982	0.534611061
0.474674597	0.534779765	0.527811981
0.464485936	0.524204099	0.520477542
0.489348218	0.552060619	0.53991113
0.47769707	0.541703009	0.53230901
0.463169697	0.537232883	0.515016864
0.4685809	0.52916485	0.522244231
0.476673329	0.512047536	0.531452433
0.521620436	0.575937636	0.566893303
0.50514308	0.563126908	0.561432625
0.488616975	0.542956825	0.542213181
0.512991761	0.565961622	0.564162964
0.529859114	0.586022678	0.5799561
0.474187101	0.53281727	0.524064457
0.496806903	0.570704317	0.543551582
0.52688539	0.571522024	0.57181862
0.484278263	0.548190144	0.53557471
0.513820504	0.565416485	0.55864875
0.48340077	0.549607501	0.53760908
0.538439039	0.583296991	0.582579367
0.502705601	0.55527693	0.55334868
0.49602691	0.555494985	0.544889983
0.504363087	0.562254688	0.555329514
0.470677132	0.5369058	0.523850313
0.496124409	0.582806367	0.559933615
0.522741676	0.591419538	0.589271374
0.446302345	0.53150894	0.499544944
0.438746161	0.50452464	0.497510573
0.503241847	0.549171391	0.559505327
0.454199776	0.522732229	0.508913753
0.479354556	0.534834278	0.532951443
0.550723931	0.582479285	0.586594571
0.501194365	0.541375927	0.545157664
0.485594501	0.570377235	0.54167782
